Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700
CA-2017-148068,9/18/2017,9/25/2017,Standard Class,MM-18280
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515
CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880
CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230
US-2016-143448,12/10/2016,12/10/2016,Same Day,MH-17455
CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340
CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710
CA-2014-133228,4/4/2014,4/9/2014,Standard Class,MS-17710
CA-2016-114951,6/26/2016,7/3/2016,Standard Class,DN-13690
CA-2016-156573,5/29/2016,6/2/2016,Standard Class,RB-19360
CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885
CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250
US-2016-116400,10/22/2016,10/24/2016,First Class,EB-13930
CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235
CA-2017-119564,12/15/2017,12/20/2017,Standard Class,PL-18925
CA-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370
CA-2016-108735,4/17/2016,4/21/2016,Standard Class,JM-15535
US-2016-159415,4/17/2016,4/22/2016,Standard Class,CS-12175
CA-2014-122588,11/25/2014,11/27/2014,Second Class,AR-10540
CA-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120
CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895
CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895
CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895
US-2015-149629,7/17/2015,7/20/2015,Second Class,MP-17965
CA-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240
CA-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220
CA-2017-144463,1/1/2017,1/5/2017,Standard Class,SC-20725
CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645
CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645
CA-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145
CA-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355
CA-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795
CA-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795
CA-2015-137750,6/25/2015,6/30/2015,Standard Class,JF-15565
CA-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515
CA-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515
CA-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950
CA-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950
CA-2015-124058,11/20/2015,11/24/2015,Standard Class,LC-16885
CA-2016-145303,8/28/2016,8/31/2016,First Class,TP-21415
CA-2017-108112,11/15/2017,11/20/2017,Standard Class,DK-12895
CA-2017-108112,11/15/2017,11/20/2017,Standard Class,DK-12895
US-2014-156559,8/19/2014,8/26/2014,Standard Class,LH-16900
CA-2017-137456,12/21/2017,12/21/2017,Same Day,RB-19465
CA-2015-105599,9/7/2015,9/7/2015,Same Day,MC-17275
CA-2015-153717,12/25/2015,1/1/2016,Standard Class,DL-13495
CA-2017-123239,7/27/2017,7/31/2017,Second Class,MG-18145
CA-2017-127313,12/1/2017,12/4/2017,First Class,RA-19285
CA-2017-112725,1/30/2017,2/6/2017,Standard Class,EH-14125
CA-2015-136196,11/28/2015,12/4/2015,Standard Class,TP-21415
CA-2014-157924,10/11/2014,10/13/2014,First Class,HA-14920
CA-2016-143749,12/5/2016,12/7/2016,First Class,AG-10300
CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890
CA-2016-124233,4/8/2016,4/14/2016,Standard Class,CK-12595
CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705
CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705
CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705
CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705
CA-2017-149881,4/1/2017,4/3/2017,First Class,NC-18535
CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400
US-2014-102631,12/13/2014,12/17/2014,Standard Class,EB-13840
CA-2015-154970,1/5/2015,1/10/2015,Standard Class,SR-20740
CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945
CA-2017-117702,11/28/2017,12/4/2017,Standard Class,LS-16975
CA-2017-117702,11/28/2017,12/4/2017,Standard Class,LS-16975
CA-2016-157336,12/1/2016,12/5/2016,Second Class,SJ-20500
CA-2014-168130,9/19/2014,9/19/2014,Same Day,BS-11365
CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610
CA-2016-124793,3/14/2016,3/16/2016,First Class,MM-18280
US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915
US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915
US-2017-124821,6/25/2017,6/29/2017,Second Class,AM-10705
CA-2015-166975,11/26/2015,11/30/2015,Standard Class,SH-20635
CA-2016-123806,11/24/2016,11/27/2016,Second Class,LA-16780
US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365
CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675
CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965
CA-2017-102407,12/9/2017,12/13/2017,Second Class,AT-10435
CA-2017-101581,10/22/2017,10/27/2017,Standard Class,DW-13195
CA-2017-169124,7/3/2017,7/10/2017,Standard Class,MB-17305
CA-2017-129021,8/23/2017,8/26/2017,Second Class,PO-18850
CA-2014-162278,10/26/2014,10/30/2014,Second Class,AH-10585
CA-2014-125829,11/4/2014,11/11/2014,Standard Class,WB-21850
US-2017-136189,12/7/2017,12/11/2017,Standard Class,DC-13285
CA-2015-154795,12/20/2015,12/24/2015,Standard Class,GZ-14470
CA-2016-120355,9/18/2016,9/25/2016,Standard Class,MM-17260
CA-2016-120355,9/18/2016,9/25/2016,Standard Class,MM-17260
CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315
CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315
CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305
CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305
CA-2015-152891,10/25/2015,10/30/2015,Standard Class,TB-21625
US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915
US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915
CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920
US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835
US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835
CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470
CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355
CA-2017-119452,3/21/2017,3/27/2017,Standard Class,CL-12565
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915
CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645
US-2015-146745,9/3/2015,9/8/2015,Standard Class,AS-10630
US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030
CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525
CA-2017-156895,5/8/2017,5/12/2017,Standard Class,DJ-13510
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680
CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680
CA-2017-130211,10/22/2017,10/22/2017,Same Day,BD-11620
CA-2017-105921,8/14/2017,8/21/2017,Standard Class,JM-15250
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730
CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730
CA-2017-112753,6/18/2017,6/23/2017,Standard Class,CC-12670
US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170
CA-2017-167003,5/23/2017,5/29/2017,Standard Class,VS-21820
CA-2016-119935,11/10/2016,11/14/2016,Standard Class,KM-16225
CA-2016-120873,10/27/2016,11/1/2016,Second Class,BW-11200
CA-2014-109491,2/20/2014,2/26/2014,Standard Class,LC-16930
CA-2014-107454,11/2/2014,11/6/2014,Standard Class,RD-19720
US-2017-105046,7/17/2017,7/23/2017,Standard Class,BE-11335
CA-2016-118759,11/14/2016,11/17/2016,First Class,MB-17305
CA-2014-140403,10/10/2014,10/10/2014,Same Day,TN-21040
CA-2017-138464,7/8/2017,7/12/2017,Standard Class,VF-21715
CA-2015-104129,2/27/2015,3/2/2015,Standard Class,ES-14080
CA-2015-126557,7/12/2015,7/17/2015,Second Class,RL-19615
CA-2015-126557,7/12/2015,7/17/2015,Second Class,RL-19615
US-2014-165862,7/13/2014,7/17/2014,Standard Class,GK-14620
US-2014-106334,12/27/2014,1/2/2015,Standard Class,JF-15490
CA-2014-110219,5/5/2014,5/8/2014,First Class,EB-13870
CA-2015-118871,12/4/2015,12/9/2015,Second Class,HM-14860
CA-2017-129490,9/26/2017,9/30/2017,Standard Class,SJ-20125
CA-2014-169460,4/19/2014,4/21/2014,Second Class,NF-18595
CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650
CA-2016-120250,9/19/2016,9/22/2016,First Class,AP-10720
US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310
CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130
CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130
CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890
US-2017-141852,11/9/2017,11/14/2017,Standard Class,JE-15745
CA-2015-117800,9/21/2015,9/26/2015,Standard Class,TH-21550
CA-2017-147228,9/9/2017,9/14/2017,Standard Class,SO-20335
US-2015-126235,10/15/2015,10/15/2015,Same Day,GA-14725
CA-2017-168396,8/3/2017,8/8/2017,Second Class,BD-11725
CA-2015-130456,8/21/2015,8/26/2015,Standard Class,DS-13180
CA-2017-130141,10/22/2017,10/24/2017,Second Class,HA-14905
CA-2016-143910,8/12/2016,8/16/2016,Standard Class,BC-11125
CA-2016-139556,4/26/2016,5/1/2016,Standard Class,DB-13360
CA-2015-112130,5/3/2015,5/7/2015,Standard Class,SV-20785
CA-2016-116547,1/10/2016,1/17/2016,Standard Class,KB-16585
US-2017-133200,5/6/2017,5/11/2017,Standard Class,DB-13555
CA-2016-133550,7/31/2016,8/6/2016,Standard Class,KL-16645
CA-2017-139416,3/27/2017,3/29/2017,Second Class,AG-10270
CA-2016-159912,8/29/2016,9/3/2016,Standard Class,GB-14530
CA-2016-159912,8/29/2016,9/3/2016,Standard Class,GB-14530
CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995
CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995
US-2015-138121,12/17/2015,12/17/2015,Same Day,JL-15835
US-2015-138121,12/17/2015,12/17/2015,Same Day,JL-15835
US-2015-138121,12/17/2015,12/17/2015,Same Day,JL-15835
US-2015-138121,12/17/2015,12/17/2015,Same Day,JL-15835
CA-2017-140298,5/11/2017,5/17/2017,Standard Class,JK-16120
CA-2016-158435,5/17/2016,5/18/2016,First Class,AG-10900
CA-2014-108273,12/16/2014,12/21/2014,Standard Class,EJ-13720
CA-2017-143126,12/3/2017,12/7/2017,Second Class,CM-12655
CA-2014-106229,6/7/2014,6/11/2014,Second Class,NR-18550
CA-2014-119151,11/25/2014,11/29/2014,Second Class,MP-18175
US-2015-103996,3/29/2015,3/31/2015,Second Class,RB-19435
CA-2016-120530,4/7/2016,4/12/2016,Standard Class,Dl-13600
CA-2015-105725,2/18/2015,2/24/2015,Standard Class,GT-14755
CA-2016-120005,3/3/2016,3/3/2016,Same Day,TS-21160
CA-2017-103499,11/20/2017,11/24/2017,Standard Class,ES-14020
CA-2017-119746,11/23/2017,11/27/2017,Standard Class,CM-12385
CA-2014-150301,7/8/2014,7/10/2014,First Class,MH-18025
CA-2014-159310,11/7/2014,11/12/2014,Standard Class,SC-20725
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070
CA-2015-144722,3/16/2015,3/23/2015,Standard Class,MF-18250
US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905
CA-2017-136364,7/13/2017,7/17/2017,Second Class,MH-17455
CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110
CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205
CA-2017-154123,11/20/2017,11/25/2017,Standard Class,SC-20050
CA-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275
CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155
CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150
CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070
CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175
CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345
US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660
US-2014-161613,12/1/2014,12/3/2014,Second Class,MC-17605
CA-2017-163125,10/9/2017,10/11/2017,Second Class,MB-17305
CA-2016-160304,1/2/2016,1/7/2016,Standard Class,BM-11575
CA-2017-117653,10/19/2017,10/23/2017,Standard Class,MO-17500
CA-2017-143245,12/1/2017,12/6/2017,Standard Class,AD-10180
CA-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605
CA-2015-156482,2/6/2015,2/13/2015,Standard Class,IL-15100
CA-2015-156482,2/6/2015,2/13/2015,Standard Class,IL-15100
CA-2017-107125,11/27/2017,12/2/2017,Standard Class,BD-11320
CA-2014-160262,6/9/2014,6/13/2014,Second Class,TS-21205
CA-2014-156587,3/7/2014,3/8/2014,First Class,AB-10015
CA-2015-122406,8/2/2015,8/5/2015,Second Class,BE-11455
US-2016-153815,11/6/2016,11/9/2016,First Class,KL-16555
US-2016-153815,11/6/2016,11/9/2016,First Class,KL-16555
CA-2016-149279,4/24/2016,4/28/2016,Standard Class,CL-12700
CA-2015-153038,12/18/2015,12/25/2015,Standard Class,RB-19645
US-2017-139647,5/11/2017,5/13/2017,First Class,TS-21370
CA-2014-153850,11/24/2014,11/29/2014,Standard Class,TH-21100
CA-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410
CA-2016-133795,12/18/2016,12/24/2016,Standard Class,JE-15475
US-2017-130953,7/29/2017,8/3/2017,Standard Class,RF-19735
CA-2016-155166,12/26/2016,1/2/2017,Standard Class,BB-11545
CA-2015-103954,8/9/2015,8/13/2015,Second Class,HR-14770
CA-2014-169803,4/6/2014,4/12/2014,Standard Class,SC-20260
CA-2015-136469,7/11/2015,7/12/2015,First Class,TS-21370
CA-2016-158694,11/10/2016,11/13/2016,Second Class,AI-10855
CA-2015-141243,1/3/2015,1/8/2015,Second Class,AH-10465
CA-2015-136798,5/8/2015,5/12/2015,Standard Class,DL-12925
CA-2017-142090,11/30/2017,12/7/2017,Standard Class,SC-20380
CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560
CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365
CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365
US-2017-133312,11/25/2017,11/29/2017,Standard Class,BD-11500
US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260
US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260
CA-2014-116568,12/14/2014,12/20/2014,Standard Class,BM-11785
CA-2015-153073,11/13/2015,11/13/2015,Same Day,HA-14905
CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015
CA-2017-146626,12/29/2017,1/5/2018,Standard Class,BP-11185
CA-2016-128972,11/13/2016,11/17/2016,Standard Class,TS-21430
CA-2016-111213,4/1/2016,4/5/2016,Standard Class,FP-14320
CA-2017-161333,2/2/2017,2/7/2017,Standard Class,JL-15835
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175
US-2015-124219,8/7/2015,8/8/2015,First Class,KW-16570
CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410
CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410
CA-2014-111192,7/30/2014,8/5/2014,Standard Class,TS-21430
CA-2016-115378,11/18/2016,11/23/2016,Second Class,AJ-10945
CA-2015-161627,7/6/2015,7/11/2015,Standard Class,SJ-20215
CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020
CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780
CA-2017-106432,10/19/2017,10/24/2017,Standard Class,CA-12265
US-2015-120502,4/13/2015,4/19/2015,Standard Class,BT-11395
CA-2015-115567,9/13/2015,9/18/2015,Standard Class,ZC-21910
CA-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250
CA-2015-142454,8/15/2015,8/19/2015,Standard Class,RE-19450
CA-2017-145653,9/1/2017,9/1/2017,Same Day,CA-12775
CA-2014-140487,6/14/2014,6/20/2014,Standard Class,SR-20425
CA-2016-119865,6/21/2016,6/26/2016,Standard Class,AS-10090
CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830
CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830
CA-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200
CA-2017-131037,8/22/2017,8/23/2017,First Class,TM-21490
CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690
CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690
CA-2016-156265,8/2/2016,8/4/2016,Second Class,BF-11020
CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195
CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035
CA-2017-144484,9/11/2017,9/11/2017,Same Day,CB-12025
CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145
CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145
CA-2015-162887,11/7/2015,11/9/2015,Second Class,SV-20785
CA-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125
CA-2015-105158,9/5/2015,9/10/2015,Standard Class,SP-20860
CA-2017-105991,5/5/2017,5/6/2017,First Class,LH-17020
CA-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465
CA-2015-111073,12/26/2015,12/30/2015,Standard Class,MC-18100
CA-2017-108791,7/27/2017,7/31/2017,Standard Class,TM-21490
CA-2016-113831,5/30/2016,6/3/2016,Standard Class,AH-10690
US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165
US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940
US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245
CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415
CA-2017-137876,4/30/2017,5/5/2017,Standard Class,DJ-13510
CA-2016-154060,5/2/2016,5/8/2016,Standard Class,DL-12865
US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240
US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240
US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240
US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240
CA-2015-119508,12/4/2015,12/9/2015,Standard Class,TZ-21580
CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295
CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315
CA-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030
US-2017-126060,4/14/2017,4/18/2017,Standard Class,DW-13585
CA-2016-122017,12/29/2016,1/2/2017,Standard Class,CD-11920
US-2017-136721,4/8/2017,4/12/2017,Standard Class,NH-18610
US-2017-136721,4/8/2017,4/12/2017,Standard Class,NH-18610
CA-2015-118738,10/24/2015,10/30/2015,Standard Class,AG-10495
US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560
US-2016-147340,9/24/2016,9/24/2016,Same Day,EB-13750
CA-2016-117681,4/9/2016,4/14/2016,Standard Class,HF-14995
CA-2016-153598,12/3/2016,12/6/2016,First Class,NM-18520
US-2016-108497,6/14/2016,6/14/2016,Same Day,MH-17290
CA-2014-136861,9/5/2014,9/7/2014,First Class,PR-18880
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525
US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385
CA-2017-130631,12/29/2017,1/2/2018,Standard Class,BS-11755
CA-2017-116680,9/4/2017,9/6/2017,Second Class,PK-19075
CA-2017-101574,9/28/2017,10/4/2017,Standard Class,BD-11725
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340
CA-2016-122448,6/9/2016,6/14/2016,Standard Class,DB-13210
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505
CA-2017-148999,1/30/2017,2/4/2017,Standard Class,EB-13870
CA-2017-134495,4/1/2017,4/4/2017,Second Class,BF-11020
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055
CA-2017-127782,11/2/2017,11/6/2017,Standard Class,TH-21115
CA-2015-168529,10/8/2015,10/12/2015,Standard Class,MB-17305
CA-2017-117667,12/4/2017,12/9/2017,Standard Class,MS-17980
CA-2017-117667,12/4/2017,12/9/2017,Standard Class,MS-17980
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080
CA-2017-151008,9/7/2017,9/8/2017,First Class,JM-16195
US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970
CA-2017-116113,10/2/2017,10/6/2017,Second Class,JW-15220
CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665
CA-2016-136686,12/12/2016,12/16/2016,Standard Class,RF-19840
CA-2017-137498,9/9/2017,9/14/2017,Second Class,LC-17050
CA-2017-163818,10/4/2017,10/8/2017,Standard Class,PS-18970
CA-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280
CA-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395
CA-2016-134516,9/20/2016,9/25/2016,Standard Class,FM-14215
CA-2016-134516,9/20/2016,9/25/2016,Standard Class,FM-14215
CA-2017-125745,6/30/2017,7/4/2017,Standard Class,DV-13045
US-2016-124163,9/25/2016,9/30/2016,Standard Class,SC-20695
US-2016-124163,9/25/2016,9/30/2016,Standard Class,SC-20695
CA-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955
CA-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955
CA-2017-148810,6/26/2017,7/1/2017,Standard Class,DR-12880
US-2016-146066,8/21/2016,8/23/2016,Second Class,RB-19465
CA-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385
CA-2017-113208,3/26/2017,4/2/2017,Standard Class,ML-18040
CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440
CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440
CA-2016-127985,4/1/2016,4/5/2016,Second Class,DB-12910
CA-2017-127117,4/14/2017,4/19/2017,Standard Class,HM-14860
CA-2015-104241,1/4/2015,1/9/2015,Standard Class,AG-10495
CA-2017-142342,7/17/2017,7/19/2017,Second Class,AJ-10795
CA-2016-145261,12/18/2016,12/21/2016,First Class,AH-10120
CA-2016-108875,9/24/2016,10/1/2016,Standard Class,CL-12700
CA-2015-141012,6/9/2015,6/11/2015,Second Class,TG-21640
CA-2014-126802,12/29/2014,1/5/2015,Standard Class,ZC-21910
CA-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205
CA-2015-119550,12/26/2015,12/31/2015,Standard Class,RB-19705
US-2015-138093,12/10/2015,12/16/2015,Standard Class,KM-16225
CA-2016-126165,5/5/2016,5/7/2016,Second Class,AH-10465
US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875
US-2015-160857,5/8/2015,5/15/2015,Standard Class,NW-18400
US-2015-160857,5/8/2015,5/15/2015,Standard Class,NW-18400
CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520
CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880
CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880
CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485
US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075
US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075
CA-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410
CA-2016-118514,2/3/2016,2/10/2016,Standard Class,LC-17050
CA-2015-119634,8/11/2015,8/16/2015,Standard Class,BW-11065
CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195
CA-2015-162047,11/3/2015,11/5/2015,First Class,FH-14365
CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440
CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290
CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915
CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090
CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205
CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820
CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820
CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005
CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730
CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420
CA-2016-125017,2/6/2016,2/11/2016,Standard Class,KB-16240
US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150
CA-2017-117632,5/12/2017,5/18/2017,Standard Class,CS-12175
CA-2017-161067,9/3/2017,9/6/2017,Second Class,KB-16405
CA-2017-161067,9/3/2017,9/6/2017,Second Class,KB-16405
CA-2016-122063,12/3/2016,12/7/2016,Standard Class,MM-17920
CA-2016-122063,12/3/2016,12/7/2016,Standard Class,MM-17920
CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290
CA-2015-134992,9/22/2015,9/26/2015,Second Class,MG-17875
CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665
CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665
CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665
CA-2015-121783,11/10/2015,11/14/2015,Standard Class,PO-19180
CA-2015-112214,8/5/2015,8/11/2015,Standard Class,AH-10690
US-2017-153255,9/3/2017,9/7/2017,Second Class,JK-15730
CA-2015-108119,11/1/2015,11/8/2015,Standard Class,MS-17530
