Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,NewOrderID,NewCustomerID
CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,CA-2017-143798-0,AW-10840-0
CA-2016-139556,2016-04-26,2016-05-01,Standard Class,DB-13360,CA-2016-139556-0,DB-13360-0
US-2014-150119,2014-04-23,2014-04-27,Standard Class,LB-16795,US-2014-150119-0,LB-16795-0
US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,US-2016-155768-0,LB-16795-1
CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,CA-2017-118199-0,LB-16795-2
CA-2014-160157,2014-12-20,2014-12-27,Standard Class,MH-17455,CA-2014-160157-0,MH-17455-0
CA-2016-113341,2016-11-25,2016-11-29,Standard Class,MH-17455,CA-2016-113341-0,MH-17455-1
US-2016-143448,2016-12-10,2016-12-10,Same Day,MH-17455,US-2016-143448-0,MH-17455-2
CA-2017-136364,2017-07-13,2017-07-17,Second Class,MH-17455,CA-2017-136364-0,MH-17455-3
CA-2016-102981,2016-09-06,2016-09-09,Second Class,MO-17500,CA-2016-102981-0,MO-17500-0
CA-2017-117653,2017-10-19,2017-10-23,Standard Class,MO-17500,CA-2017-117653-0,MO-17500-1
CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,CA-2015-144267-0,NZ-18565-0
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,CA-2016-110772-0,NZ-18565-1
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,US-2017-148054-0,NZ-18565-2
CA-2016-148096,2016-08-16,2016-08-19,First Class,AO-10810,CA-2016-148096-0,AO-10810-0
CA-2016-149461,2016-11-13,2016-11-19,Standard Class,AS-10135,CA-2016-149461-0,AS-10135-0
CA-2014-143182,2014-10-15,2014-10-20,Standard Class,DL-12865,CA-2014-143182-0,DL-12865-0
CA-2016-154060,2016-05-02,2016-05-08,Standard Class,DL-12865,CA-2016-154060-0,DL-12865-1
US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,US-2016-125402-0,DL-12865-2
US-2015-168704,2015-04-13,2015-04-17,Standard Class,FP-14320,US-2015-168704-0,FP-14320-0
CA-2016-111213,2016-04-01,2016-04-05,Standard Class,FP-14320,CA-2016-111213-0,FP-14320-1
CA-2014-122217,2014-11-24,2014-11-29,Standard Class,HP-14815,CA-2014-122217-0,HP-14815-0
CA-2017-111689,2017-11-30,2017-12-02,Second Class,HP-14815,CA-2017-111689-0,HP-14815-1
CA-2016-163594,2016-04-12,2016-04-14,First Class,JF-15295,CA-2016-163594-0,JF-15295-0
US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,US-2017-110604-0,JF-15295-1
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,US-2017-118038-0,KB-16600-0
CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,CA-2014-102869-0,LC-17140-0
CA-2016-101693,2016-06-25,2016-06-27,Second Class,LC-17140,CA-2016-101693-0,LC-17140-1
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,CA-2016-137043-0,LC-17140-2
CA-2017-169439,2017-09-09,2017-09-13,Standard Class,LC-17140,CA-2017-169439-0,LC-17140-3
CA-2017-162789,2017-09-22,2017-09-24,Second Class,LC-17140,CA-2017-162789-0,LC-17140-4
CA-2016-103919,2016-10-03,2016-10-07,Standard Class,TP-21565,CA-2016-103919-0,TP-21565-0
CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,CA-2016-163328-0,TP-21565-1
CA-2016-148747,2016-09-25,2016-09-27,First Class,AS-10045,CA-2016-148747-0,AS-10045-0
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,AS-10045,CA-2017-101749-0,AS-10045-1
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,CA-2014-157147-0,BD-11605-0
US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,US-2014-164406-0,BD-11605-1
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,US-2015-123960-0,BD-11605-2
CA-2016-112102,2016-04-12,2016-04-16,Standard Class,BD-11605,CA-2016-112102-0,BD-11605-3
CA-2016-105746,2016-12-30,2017-01-01,First Class,BD-11605,CA-2016-105746-0,BD-11605-4
CA-2015-126739,2015-11-01,2015-11-03,Second Class,JH-16180,CA-2015-126739-0,JH-16180-0
US-2016-114293,2016-11-21,2016-11-26,Standard Class,JH-16180,US-2016-114293-0,JH-16180-1
CA-2017-137449,2017-06-29,2017-06-30,First Class,ME-17725,CA-2017-137449-0,ME-17725-0
CA-2017-143756,2017-12-02,2017-12-05,First Class,ME-17725,CA-2017-143756-0,ME-17725-1
CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,CA-2014-105417-0,VS-21820-0
US-2015-165512,2015-05-24,2015-05-26,Second Class,VS-21820,US-2015-165512-0,VS-21820-1
CA-2017-167003,2017-05-23,2017-05-29,Standard Class,VS-21820,CA-2017-167003-0,VS-21820-2
CA-2015-104241,2015-01-04,2015-01-09,Standard Class,AG-10495,CA-2015-104241-0,AG-10495-0
CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,CA-2015-162201-0,AG-10495-1
CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,CA-2015-118738-0,AG-10495-2
CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,CA-2014-145387-0,AM-10705-0
CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,CA-2016-145905-0,AM-10705-1
US-2017-124821,2017-06-25,2017-06-29,Second Class,AM-10705,US-2017-124821-0,AM-10705-2
CA-2017-104731,2017-07-21,2017-07-27,Standard Class,AM-10705,CA-2017-104731-0,AM-10705-3
US-2016-105452,2016-07-28,2016-08-01,Standard Class,BF-11005,US-2016-105452-0,BF-11005-0
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,CA-2016-149279-0,CL-12700-0
CA-2016-108875,2016-09-24,2016-10-01,Standard Class,CL-12700,CA-2016-108875-0,CL-12700-1
CA-2017-121489,2017-08-21,2017-08-25,Second Class,CM-11815,CA-2017-121489-0,CM-11815-0
CA-2016-122448,2016-06-09,2016-06-14,Standard Class,DB-13210,CA-2016-122448-0,DB-13210-0
CA-2016-158778,2016-09-05,2016-09-09,Standard Class,DB-13210,CA-2016-158778-0,DB-13210-1
CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,CA-2014-148614-0,MV-17485-0
CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,CA-2015-119690-0,MV-17485-1
CA-2017-122994,2017-02-06,2017-02-09,First Class,MV-17485,CA-2017-122994-0,MV-17485-2
CA-2017-122308,2017-03-24,2017-03-28,Standard Class,MV-17485,CA-2017-122308-0,MV-17485-3
CA-2017-103415,2017-12-03,2017-12-08,Standard Class,MV-17485,CA-2017-103415-0,MV-17485-4
US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,US-2014-117135-0,NP-18325-0
CA-2014-117464,2014-07-22,2014-07-24,Second Class,NP-18325,CA-2014-117464-0,NP-18325-1
CA-2015-131338,2015-08-09,2015-08-12,First Class,NP-18325,CA-2015-131338-0,NP-18325-2
US-2017-130953,2017-07-29,2017-08-03,Standard Class,RF-19735,US-2017-130953-0,RF-19735-0
CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,CA-2017-126074-0,RF-19735-1
CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,CA-2015-153549-0,SL-20155-0
CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,CA-2017-145884-0,SL-20155-1
CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,CA-2014-167997-0,CA-11965-0
CA-2015-161452,2015-04-05,2015-04-11,Standard Class,CA-11965,CA-2015-161452-0,CA-11965-1
CA-2015-105690,2015-11-21,2015-11-26,Second Class,CA-11965,CA-2015-105690-0,CA-11965-2
CA-2015-101910,2015-11-27,2015-12-03,Standard Class,CD-11920,CA-2015-101910-0,CD-11920-0
CA-2016-122017,2016-12-29,2017-01-02,Standard Class,CD-11920,CA-2016-122017-0,CD-11920-1
CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,CA-2017-111556-0,CD-11920-2
CA-2017-102925,2017-11-05,2017-11-10,Second Class,CD-12280,CA-2017-102925-0,CD-12280-0
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,KH-16330,CA-2016-153577-0,KH-16330-0
CA-2016-157763,2016-07-18,2016-07-23,Standard Class,KH-16330,CA-2016-157763-0,KH-16330-1
CA-2017-128944,2017-06-19,2017-06-21,Second Class,KH-16330,CA-2017-128944-0,KH-16330-2
CA-2017-120404,2017-11-20,2017-11-24,Second Class,KH-16330,CA-2017-120404-0,KH-16330-3
CA-2014-117429,2014-10-07,2014-10-13,Standard Class,MR-17545,CA-2014-117429-0,MR-17545-0
CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,CA-2014-127614-0,NF-18385-0
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,CA-2015-147830-0,NF-18385-1
US-2016-157945,2016-09-26,2016-10-01,Standard Class,NF-18385,US-2016-157945-0,NF-18385-2
US-2017-152842,2017-07-16,2017-07-23,Standard Class,NF-18385,US-2017-152842-0,NF-18385-3
CA-2017-155705,2017-08-21,2017-08-23,Second Class,NF-18385,CA-2017-155705-0,NF-18385-4
CA-2017-130505,2017-10-12,2017-10-12,Same Day,NF-18385,CA-2017-130505-0,NF-18385-5
CA-2017-117646,2017-08-21,2017-08-25,Standard Class,SC-20845,CA-2017-117646-0,SC-20845-0
CA-2014-122931,2014-09-29,2014-10-03,Standard Class,SM-20950,CA-2014-122931-0,SM-20950-0
CA-2014-163412,2014-12-20,2014-12-23,Second Class,SM-20950,CA-2014-163412-0,SM-20950-1
CA-2016-125724,2016-09-22,2016-09-27,Standard Class,SM-20950,CA-2016-125724-0,SM-20950-2
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,CA-2017-105235-0,SM-20950-3
CA-2014-110422,2014-01-21,2014-01-23,Second Class,TB-21400,CA-2014-110422-0,TB-21400-0
CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,CA-2014-131002-0,TB-21400-1
CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,CA-2017-134565-0,TB-21400-2
CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,CA-2014-163419-0,TZ-21580-0
CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,CA-2015-119508-0,TZ-21580-1
CA-2015-102316,2015-03-01,2015-03-03,Second Class,DH-13075,CA-2015-102316-0,DH-13075-0
US-2017-147886,2017-03-28,2017-03-31,First Class,DH-13075,US-2017-147886-0,DH-13075-1
CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,CA-2014-103331-0,KB-16315-0
US-2014-159611,2014-12-27,2015-01-01,Second Class,KB-16315,US-2014-159611-0,KB-16315-1
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,CA-2015-149587-0,KB-16315-2
CA-2015-124058,2015-11-20,2015-11-24,Standard Class,LC-16885,CA-2015-124058-0,LC-16885-0
CA-2015-157133,2015-11-28,2015-12-03,Standard Class,LC-16885,CA-2015-157133-0,LC-16885-1
CA-2016-107146,2016-06-17,2016-06-19,First Class,LC-16885,CA-2016-107146-0,LC-16885-2
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,CA-2016-145583-0,LC-16885-3
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,LC-16885,CA-2017-143861-0,LC-16885-4
CA-2017-157448,2017-11-16,2017-11-20,Standard Class,LC-16885,CA-2017-157448-0,LC-16885-5
US-2017-113992,2017-12-14,2017-12-19,Standard Class,LC-16885,US-2017-113992-0,LC-16885-6
CA-2017-135377,2017-12-13,2017-12-18,Standard Class,BP-11095,CA-2017-135377-0,BP-11095-0
CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,CA-2015-132626-0,BT-11680-0
US-2017-161193,2017-11-20,2017-11-26,Standard Class,BT-11680,US-2017-161193-0,BT-11680-1
CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,CA-2017-158967-0,BT-11680-2
US-2016-150035,2016-12-01,2016-12-05,Standard Class,CL-11890,US-2016-150035-0,CL-11890-0
CA-2017-121888,2017-09-15,2017-09-17,Second Class,CL-11890,CA-2017-121888-0,CL-11890-1
CA-2017-157252,2017-01-20,2017-01-23,Second Class,CV-12805,CA-2017-157252-0,CV-12805-0
CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,CA-2017-151484-0,CV-12805-1
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,CA-2017-135692-0,CV-12805-2
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,CV-12805,CA-2017-146780-0,CV-12805-3
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,DL-13330,CA-2017-143329-0,DL-13330-0
US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,US-2015-103471-0,JR-15670-0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,US-2017-110576-0,RB-19795-0
CA-2016-149349,2016-11-12,2016-11-13,First Class,SP-20650,CA-2016-149349-0,SP-20650-0
CA-2014-130449,2014-09-06,2014-09-09,First Class,VP-21760,CA-2014-130449-0,VP-21760-0
CA-2015-111339,2015-05-29,2015-05-31,First Class,VP-21760,CA-2015-111339-0,VP-21760-1
CA-2016-102127,2016-06-26,2016-07-02,Standard Class,VP-21760,CA-2016-102127-0,VP-21760-2
CA-2017-159100,2017-10-16,2017-10-21,Standard Class,VP-21760,CA-2017-159100-0,VP-21760-3
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,CA-2014-148040-0,BF-11275-0
US-2016-162852,2016-12-27,2016-12-31,Standard Class,BG-11695,US-2016-162852-0,BG-11695-0
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,BG-11695,CA-2017-121412-0,BG-11695-1
CA-2016-122511,2016-03-11,2016-03-11,Same Day,BT-11485,CA-2016-122511-0,BT-11485-0
CA-2014-109134,2014-11-05,2014-11-10,Standard Class,DE-13255,CA-2014-109134-0,DE-13255-0
CA-2015-153381,2015-09-24,2015-09-28,Standard Class,DE-13255,CA-2015-153381-0,DE-13255-1
CA-2014-169684,2014-10-20,2014-10-23,First Class,FH-14365,CA-2014-169684-0,FH-14365-0
CA-2015-162047,2015-11-03,2015-11-05,First Class,FH-14365,CA-2015-162047-0,FH-14365-1
CA-2014-159520,2014-06-06,2014-06-11,Standard Class,GT-14635,CA-2014-159520-0,GT-14635-0
US-2014-127978,2014-03-03,2014-03-08,Standard Class,JS-15595,US-2014-127978-0,JS-15595-0
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,CA-2016-114727-0,LS-16945-0
CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,CA-2017-100223-0,LS-16945-1
CA-2015-118955,2015-06-16,2015-06-20,Standard Class,LS-17230,CA-2015-118955-0,LS-17230-0
US-2015-111927,2015-11-14,2015-11-19,Standard Class,LS-17230,US-2015-111927-0,LS-17230-1
CA-2014-143637,2014-03-24,2014-03-29,Second Class,MS-17710,CA-2014-143637-0,MS-17710-0
CA-2014-133228,2014-04-04,2014-04-09,Standard Class,MS-17710,CA-2014-133228-0,MS-17710-1
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,CA-2016-119186-0,MS-17710-2
CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,CA-2016-114972-0,PF-19225-0
US-2017-130687,2017-09-07,2017-09-10,First Class,PF-19225,US-2017-130687-0,PF-19225-1
CA-2017-107874,2017-11-21,2017-11-25,Standard Class,SW-20275,CA-2017-107874-0,SW-20275-0
CA-2017-108791,2017-07-27,2017-07-31,Standard Class,TM-21490,CA-2017-108791-0,TM-21490-0
CA-2017-131037,2017-08-22,2017-08-23,First Class,TM-21490,CA-2017-131037-0,TM-21490-1
CA-2014-148586,2014-03-25,2014-04-01,Standard Class,AZ-10750,CA-2014-148586-0,AZ-10750-0
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,CA-2016-100993-0,AZ-10750-1
US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,US-2014-159618-0,DB-12970-0
CA-2015-141593,2015-12-14,2015-12-16,Second Class,DB-12970,CA-2015-141593-0,DB-12970-1
CA-2016-162943,2016-07-24,2016-07-26,Second Class,DB-12970,CA-2016-162943-0,DB-12970-2
CA-2016-110975,2016-12-25,2016-12-30,Standard Class,DB-12970,CA-2016-110975-0,DB-12970-3
CA-2014-104269,2014-03-01,2014-03-06,Second Class,DB-13060,CA-2014-104269-0,DB-13060-0
CA-2017-121258,2017-02-26,2017-03-03,Standard Class,DB-13060,CA-2017-121258-0,DB-13060-1
CA-2017-107629,2017-12-14,2017-12-14,Same Day,DB-13060,CA-2017-107629-0,DB-13060-2
US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,US-2017-123281-0,JF-15190-0
CA-2015-112305,2015-11-20,2015-11-25,Standard Class,KB-16405,CA-2015-112305-0,KB-16405-0
CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,CA-2017-161067-0,KB-16405-1
CA-2014-113320,2014-12-12,2014-12-15,Second Class,LH-17155,CA-2014-113320-0,LH-17155-0
CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,CA-2015-121965-0,LH-17155-1
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,CA-2016-141019-0,LH-17155-2
CA-2016-144092,2016-11-05,2016-11-07,Second Class,LH-17155,CA-2016-144092-0,LH-17155-3
CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,CA-2016-154739-0,LH-17155-4
CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,CA-2016-142958-0,RW-19630-0
US-2014-152030,2014-12-26,2014-12-28,Second Class,AD-10180,US-2014-152030-0,AD-10180-0
CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,CA-2015-120439-0,AD-10180-1
CA-2017-143245,2017-12-01,2017-12-06,Standard Class,AD-10180,CA-2017-143245-0,AD-10180-2
CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,CA-2014-110408-0,AS-10225-0
CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,CA-2015-144253-0,AS-10225-1
CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,CA-2017-112515-0,AS-10225-2
CA-2016-165995,2016-08-30,2016-09-06,Standard Class,BG-11740,CA-2016-165995-0,BG-11740-0
CA-2017-119389,2017-04-17,2017-04-19,First Class,BG-11740,CA-2017-119389-0,BG-11740-1
CA-2017-135419,2017-11-03,2017-11-09,Standard Class,BG-11740,CA-2017-135419-0,BG-11740-2
CA-2017-121853,2017-09-23,2017-09-29,Standard Class,DB-13660,CA-2017-121853-0,DB-13660-0
CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,CA-2017-105886-0,DB-13660-1
CA-2016-129630,2016-09-04,2016-09-04,Same Day,IM-15055,CA-2016-129630-0,IM-15055-0
CA-2017-158246,2017-11-09,2017-11-11,First Class,JB-15400,CA-2017-158246-0,JB-15400-0
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,CA-2015-169397-0,JB-15925-0
CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,CA-2016-146682-0,KW-16435-0
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,CA-2017-144904-0,KW-16435-1
US-2016-111563,2016-11-04,2016-11-08,Standard Class,SM-20005,US-2016-111563-0,SM-20005-0
CA-2014-140487,2014-06-14,2014-06-20,Standard Class,SR-20425,CA-2014-140487-0,SR-20425-0
CA-2017-120061,2017-11-02,2017-11-07,Second Class,SR-20425,CA-2017-120061-0,SR-20425-1
CA-2017-100412,2017-12-22,2017-12-26,Standard Class,SR-20425,CA-2017-100412-0,SR-20425-2
CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,CA-2014-142587-0,TB-21520-0
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,US-2015-150630-0,TB-21520-1
CA-2016-117912,2016-02-04,2016-02-08,Standard Class,TB-21520,CA-2016-117912-0,TB-21520-2
CA-2015-163181,2015-11-07,2015-11-12,Standard Class,AB-10105,CA-2015-163181-0,AB-10105-0
US-2016-122245,2016-09-25,2016-09-30,Standard Class,AB-10105,US-2016-122245-0,AB-10105-1
CA-2017-101042,2017-11-19,2017-11-23,Standard Class,AB-10105,CA-2017-101042-0,AB-10105-2
CA-2015-106257,2015-04-13,2015-04-17,Second Class,EB-14110,CA-2015-106257-0,EB-14110-0
CA-2015-111612,2015-11-28,2015-12-02,Standard Class,EB-14110,CA-2015-111612-0,EB-14110-1
CA-2016-121370,2016-11-14,2016-11-19,Second Class,EB-14110,CA-2016-121370-0,EB-14110-2
CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,CA-2014-167199-0,ME-17320-0
CA-2016-152555,2016-03-29,2016-04-02,Second Class,ME-17320,CA-2016-152555-0,ME-17320-1
CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,CA-2017-148474-0,ME-17320-2
CA-2017-137624,2017-11-10,2017-11-17,Standard Class,ME-17320,CA-2017-137624-0,ME-17320-3
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,ME-17320,CA-2017-143434-0,ME-17320-4
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,CA-2015-162537-0,RD-19585-0
CA-2014-113880,2014-03-01,2014-03-05,Standard Class,VF-21715,CA-2014-113880-0,VF-21715-0
CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,CA-2017-138464-0,VF-21715-1
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,Co-12640,CA-2014-162866-0,Co-12640-0
CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,CA-2017-161102-0,EC-14050-0
CA-2014-107454,2014-11-02,2014-11-06,Standard Class,RD-19720,CA-2014-107454-0,RD-19720-0
CA-2016-149762,2016-12-03,2016-12-07,Standard Class,RD-19720,CA-2016-149762-0,RD-19720-1
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,CA-2014-146591-0,TS-21340-0
CA-2017-117863,2017-05-18,2017-05-23,Standard Class,TS-21340,CA-2017-117863-0,TS-21340-1
US-2015-145436,2015-02-28,2015-03-04,Standard Class,VD-21670,US-2015-145436-0,VD-21670-0
CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,CA-2015-113145-0,VD-21670-1
CA-2017-155985,2017-03-23,2017-03-25,First Class,BE-11335,CA-2017-155985-0,BE-11335-0
US-2017-105046,2017-07-17,2017-07-23,Standard Class,BE-11335,US-2017-105046-0,BE-11335-1
CA-2015-131352,2015-10-08,2015-10-13,Standard Class,GH-14485,CA-2015-131352-0,GH-14485-0
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,CA-2016-117590-0,GH-14485-1
US-2014-165862,2014-07-13,2014-07-17,Standard Class,GK-14620,US-2014-165862-0,GK-14620-0
US-2015-125374,2015-03-23,2015-03-29,Standard Class,JD-16060,US-2015-125374-0,JD-16060-0
CA-2016-155747,2016-06-14,2016-06-21,Standard Class,JS-15685,CA-2016-155747-0,JS-15685-0
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,US-2014-155502-0,SD-20485-0
US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,US-2014-118486-0,SD-20485-1
CA-2014-150329,2014-10-10,2014-10-14,Standard Class,SD-20485,CA-2014-150329-0,SD-20485-2
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,CA-2017-102337-0,SD-20485-3
CA-2014-138100,2014-09-15,2014-09-20,Standard Class,AA-10315,CA-2014-138100-0,AA-10315-0
CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,CA-2014-149958-0,AS-10240-0
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,CA-2017-101049-0,AS-10240-1
CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,CA-2015-149972-0,CD-12790-0
CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,CA-2015-153717-0,DL-13495-0
CA-2017-142643,2017-10-15,2017-10-20,Standard Class,DL-13495,CA-2017-142643-0,DL-13495-1
CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,CA-2014-106439-0,GG-14650-0
CA-2017-131807,2017-10-05,2017-10-10,Standard Class,GG-14650,CA-2017-131807-0,GG-14650-1
CA-2014-128209,2014-11-17,2014-11-22,Standard Class,GT-14710,CA-2014-128209-0,GT-14710-0
CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,CA-2015-124450-0,GT-14710-1
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,CA-2016-123274-0,GT-14710-2
CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,CA-2017-161774-0,GT-14710-3
CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,CA-2015-103835-0,SC-20440-0
CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,CA-2014-157882-0,AR-10405-0
US-2017-134481,2017-08-27,2017-09-01,Standard Class,AR-10405,US-2017-134481-0,AR-10405-1
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,US-2017-100930-0,CS-12400-0
CA-2017-127096,2017-09-15,2017-09-17,Second Class,CS-12400,CA-2017-127096-0,CS-12400-1
CA-2014-102295,2014-11-24,2014-11-26,Second Class,EH-13990,CA-2014-102295-0,EH-13990-0
CA-2016-124100,2016-03-31,2016-04-06,Standard Class,EH-13990,CA-2016-124100-0,EH-13990-1
CA-2014-164224,2014-05-18,2014-05-20,Second Class,TT-21070,CA-2014-164224-0,TT-21070-0
CA-2017-122490,2017-11-13,2017-11-18,Standard Class,TT-21070,CA-2017-122490-0,TT-21070-1
CA-2017-108035,2017-11-29,2017-12-03,Standard Class,TT-21070,CA-2017-108035-0,TT-21070-2
CA-2014-114181,2014-05-10,2014-05-14,Second Class,AF-10885,CA-2014-114181-0,AF-10885-0
CA-2015-114300,2015-10-13,2015-10-17,Standard Class,AF-10885,CA-2015-114300-0,AF-10885-1
CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,CA-2015-126725-0,BS-11665-0
CA-2016-101791,2016-05-27,2016-05-31,Standard Class,BS-11665,CA-2016-101791-0,BS-11665-1
US-2016-116400,2016-10-22,2016-10-24,First Class,EB-13930,US-2016-116400-0,EB-13930-0
US-2017-106551,2017-07-22,2017-07-27,Standard Class,EB-13930,US-2017-106551-0,EB-13930-1
CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,CA-2014-100678-0,KM-16720-0
CA-2014-126760,2014-07-26,2014-08-02,Standard Class,KM-16720,CA-2014-126760-0,KM-16720-1
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,CA-2015-135545-0,KM-16720-2
US-2017-136721,2017-04-08,2017-04-12,Standard Class,NH-18610,US-2017-136721-0,NH-18610-0
CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,CA-2014-166863-0,SC-20020-0
CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,CA-2014-121006-0,SC-20020-1
CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,CA-2016-158694-0,AI-10855-0
US-2017-160759,2017-12-11,2017-12-17,Standard Class,AI-10855,US-2017-160759-0,AI-10855-1
